"Table with row headers in columns A and B and column headers in rows 5 through 9","...2","...3","...4","...5","...6","...7","...8","...9","...10","...11","...12","...13","...14","...15","...16","...17","...18","...19","...20","...21","...22","...23","...24","...25","...26","...27","...28","...29","...30","...31","...32","...33","...34","...35","...36","...37","...38","...39","...40","...41","...42","...43","...44","...45","...46","...47","...48","...49","...50","...51","...52","...53","...54","...55","...56"
"Mississippi",".65 years and over","500","3","497","3","99.4","0.2","251","6","50.3","1.1000000000000001","99","5","19.899999999999999","1","155","5","31.1","1.1000000000000001","41","4","8.3000000000000007","0.7","486","3","97.2","0.4","95","4","19","0.8","34","3","6.8","0.5","485","3","97.2","0.4","240","6","48.1","1.1000000000000001","95","4","19","0.8","40","3","8","0.6","3","1","0.6","0.2"
"Missouri","All people","6095","2","5636","19","92.5","0.3","4167","30","68.400000000000006","0.5","3445","30","56.5","0.5","802","17","13.2","0.3","169","10","2.8","0.2","2195","25","36","0.4","1077","23","17.7","0.4","161","10","2.6","0.2","1222","10","20.100000000000001","0.2","565","9","9.3000000000000007","0.1","171","8","2.8","0.1","169","8","2.8","0.1","458","19","7.5","0.3"
"Missouri",".Under 65 years","4992","4","4538","18","90.9","0.4","3609","27","72.3","0.6","3172","28","63.5","0.6","485","16","9.6999999999999993","0.3","110","9","2.2000000000000002","0.2","1133","24","22.7","0.5","977","22","19.600000000000001","0.4","124","9","2.5","0.2","161","9","3.2","0.2","43","4","0.9","0.1","72","6","1.4","0.1","81","6","1.6","0.1","454","18","9.1","0.4"
"Missouri",".Under 19 years","1445","5","1368","10","94.6","0.6","901","15","62.3","1","799","16","55.3","1.1000000000000001","97","6","6.7","0.4","39","6","2.7","0.4","533","14","36.9","0.9","528","13","36.5","0.9","64","7","4.5","0.5","7","2","0.5","0.1","2","1","0.1","0.1","4","1","0.3","0.1","3","1","0.2","0.1","78","8","5.4","0.6"
"Missouri",".19 - 64 years","3547","6","3171","14","89.4","0.4","2708","18","76.3","0.5","2373","19","66.900000000000006","0.5","389","12","11","0.3","71","6","2","0.2","600","15","16.899999999999999","0.4","449","13","12.6","0.4","59","5","1.7","0.1","154","8","4.3","0.2","41","3","1.2","0.1","68","5","1.9","0.1","78","6","2.2000000000000002","0.2","376","14","10.6","0.4"
"Missouri",".65 years and over","1102","3","1098","3","99.6","0.1","558","9","50.6","0.8","273","6","24.8","0.6","316","8","28.7","0.7","59","3","5.4","0.3","1062","4","96.4","0.3","100","5","9.1","0.5","38","3","3.4","0.3","1061","4","96.2","0.3","522","8","47.4","0.8","100","5","9.1","0.5","88","4","8","0.3","5","1","0.4","0.1"
"Montana","All people","1115","1","1021","7","91.6","0.6","729","11","65.400000000000006","0.9","542","11","48.6","1","196","9","17.600000000000001","0.8","45","5","4.0999999999999996","0.4","459","8","41.1","0.7","235","9","21","0.8","38","4","3.4","0.3","238","3","21.3","0.2","129","4","11.5","0.4","31","3","2.8","0.3","43","3","3.8","0.3","94","7","8.4","0.6"
"Montana",".Under 65 years","889","2","796","6","89.5","0.8","600","10","67.5","1.1000000000000001","493","10","55.5","1.2","111","7","12.5","0.8","27","4","3.1","0.5","238","8","26.8","0.9","213","8","24","0.9","28","4","3.1","0.4","18","2","2","0.2","5","1","0.5","0.1","9","2","1.1000000000000001","0.2","21","3","2.4","0.3","93","7","10.5","0.8"
"Montana",".Under 19 years","248","2","231","3","93.2","1.2","145","4","58.7","1.9","121","5","48.8","2","22","3","8.8000000000000007","1.4","9","2","3.5","0.8","97","5","39.1","1.9","97","5","39.1","1.9","11","3","4.5999999999999996","1.1000000000000001","Z","Z","0.2","0.1","Z","Z","0.1","0.1","Z","Z","0.1","0.1","Z","Z","Z","Z","17","3","6.8","1.2"
"Montana",".19 - 64 years","641","2","565","6","88.1","0.8","454","8","70.900000000000006","1.2","372","8","58","1.3","89","5","13.9","0.8","19","3","3","0.5","141","6","22","0.9","117","5","18.2","0.8","17","2","2.6","0.3","18","2","2.8","0.3","4","1","0.7","0.2","9","2","1.4","0.3","21","3","3.3","0.4","76","5","11.9","0.8"
"Montana",".65 years and over","227","1","226","1","99.6","0.2","129","4","57.1","1.8","49","3","21.5","1.4","86","4","37.799999999999997","1.6","18","2","7.8","1","220","2","97.2","0.5","21","2","9.4","0.9","10","1","4.5","0.6","220","2","97","0.5","124","4","54.7","1.7","21","2","9.4","0.9","22","2","9.6999999999999993","0.8","1","Z","0.4","0.2"
"Nebraska","All people","1952","1","1832","8","93.9","0.4","1445","14","74.099999999999994","0.7","1147","16","58.8","0.8","326","12","16.7","0.6","58","5","3","0.3","637","12","32.700000000000003","0.6","321","12","16.399999999999999","0.6","68","7","3.5","0.3","352","4","18","0.2","184","5","9.4","0.3","56","3","2.8","0.2","52","3","2.6","0.2","119","8","6.1","0.4"
"Nebraska",".Under 65 years","1622","3","1505","8","92.8","0.5","1258","13","77.5","0.8","1075","16","66.3","1","200","10","12.3","0.6","37","4","2.2999999999999998","0.3","323","12","19.899999999999999","0.7","288","12","17.8","0.7","54","6","3.3","0.4","37","3","2.2999999999999998","0.2","10","2","0.6","0.1","23","3","1.4","0.2","22","2","1.4","0.1","117","8","7.2","0.5"
"Nebraska",".Under 19 years","504","3","485","4","96.3","0.6","355","8","70.400000000000006","1.5","305","8","60.6","1.5","48","5","9.6","0.9","13","2","2.6","0.4","159","8","31.5","1.6","157","8","31.2","1.6","28","5","5.5","0.9","2","1","0.4","0.2","Z","Z","0.1","0.1","1","1","0.2","0.1","Z","Z","0.1","0.1","19","3","3.7","0.6"
"Nebraska",".19 - 64 years","1118","3","1019","7","91.2","0.6","903","9","80.7","0.8","770","11","68.900000000000006","1","152","7","13.6","0.6","24","3","2.1","0.3","164","7","14.7","0.6","131","7","11.7","0.6","26","3","2.2999999999999998","0.3","35","3","3.2","0.3","9","2","0.8","0.1","22","2","2","0.2","22","2","2","0.2","99","6","8.8000000000000007","0.6"
"Nebraska",".65 years and over","330","2","328","2","99.4","0.3","188","5","56.9","1.5","72","4","21.7","1.1000000000000001","126","4","38.200000000000003","1.3","21","2","6.4","0.7","315","3","95.4","0.6","33","3","9.9","0.8","14","2","4.3","0.5","314","3","95.3","0.5","174","5","52.9","1.5","33","3","9.9","0.8","29","2","8.9","0.7","2","1","0.6","0.3"
"Nevada","All people","3154","2","2813","17","89.2","0.5","2021","27","64.099999999999994","0.9","1677","24","53.2","0.8","389","16","12.3","0.5","121","10","3.8","0.3","1180","22","37.4","0.7","655","21","20.8","0.7","130","12","4.0999999999999996","0.4","576","6","18.3","0.2","250","7","7.9","0.2","94","6","3","0.2","101","6","3.2","0.2","341","17","10.8","0.5"
"Nevada",".Under 65 years","2604","3","2271","17","87.2","0.6","1765","25","67.8","1","1536","24","59","0.9","269","14","10.3","0.5","77","9","2.9","0.3","660","21","25.3","0.8","586","20","22.5","0.8","109","12","4.2","0.5","57","5","2.2000000000000002","0.2","17","3","0.6","0.1","26","3","1","0.1","52","5","2","0.2","333","17","12.8","0.6"
"Nevada",".Under 19 years","722","3","665","8","92.1","1","433","11","60","1.6","377","11","52.2","1.6","58","6","8.1","0.8","21","4","2.9","0.6","282","12","39","1.7","280","12","38.700000000000003","1.7","49","7","6.8","1","3","1","0.4","0.1","Z","Z","0.1","0.1","2","1","0.3","0.1","2","1","0.3","0.1","57","7","7.9","1"
"Nevada",".19 - 64 years","1882","4","1606","13","85.4","0.6","1332","17","70.8","0.9","1159","16","61.6","0.8","211","11","11.2","0.6","56","6","3","0.3","378","13","20.100000000000001","0.7","306","12","16.3","0.6","60","7","3.2","0.3","54","5","2.9","0.3","16","3","0.9","0.1","23","3","1.2","0.2","50","4","2.7","0.2","275","12","14.6","0.6"
"Nevada",".65 years and over","550","2","542","3","98.5","0.4","256","7","46.6","1.3","141","6","25.6","1","120","6","21.9","1","44","3","8","0.6","520","4","94.5","0.6","69","5","12.5","0.9","22","2","3.9","0.4","519","4","94.4","0.6","234","7","42.5","1.2","69","5","12.5","0.9","49","3","8.9","0.6","8","2","1.5","0.4"
"New Hampshire","All people","1386","1","1320","6","95.3","0.4","1052","12","75.900000000000006","0.8","864","13","62.4","0.9","220","10","15.9","0.7","27","3","2","0.2","462","10","33.299999999999997","0.7","183","9","13.2","0.7","32","4","2.2999999999999998","0.3","300","4","21.6","0.3","166","5","12","0.4","32","3","2.2999999999999998","0.2","33","3","2.4","0.2","66","6","4.7","0.4"
"New Hampshire",".Under 65 years","1105","2","1040","6","94.1","0.5","883","11","79.900000000000006","1","771","12","69.8","1.1000000000000001","127","8","11.5","0.8","14","2","1.2","0.2","195","10","17.600000000000001","0.9","164","9","14.8","0.8","23","3","2.1","0.3","33","3","3","0.3","10","2","0.9","0.2","13","2","1.1000000000000001","0.2","13","2","1.2","0.2","65","6","5.9","0.5"
"New Hampshire",".Under 19 years","269","2","260","3","96.6","0.9","192","5","71.3","2","170","6","63.1","2.2999999999999998","24","4","8.9","1.4","3","1","1.1000000000000001","0.4","80","6","29.8","2.1","79","6","29.5","2.1","12","3","4.4000000000000004","1","2","2","0.8","0.6","Z","Z","Z","Z","1","2","0.5","0.6","D","D","D","D","9","2","3.4","0.9"
"New Hampshire",".19 - 64 years","836","3","780","5","93.3","0.6","691","8","82.7","0.9","601","9","71.900000000000006","1","103","7","12.3","0.8","10","2","1.3","0.2","115","6","13.7","0.8","84","5","10.1","0.6","11","2","1.4","0.2","31","3","3.7","0.3","10","2","1.2","0.2","11","2","1.3","0.2","D","D","D","D","56","5","6.7","0.6"
"New Hampshire",".65 years and over","281","2","280","2","99.8","0.1","169","5","60.1","1.7","93","5","33.200000000000003","1.6","94","5","33.299999999999997","1.6","14","2","4.9000000000000004","0.7","267","2","95","0.6","20","3","7","0.9","9","2","3.3","0.6","267","2","94.9","0.6","155","5","55.3","1.8","20","3","7","0.9","20","2","7","0.7","1","Z","0.2","0.1"
"New Jersey","All people","9204","1","8542","21","92.8","0.2","6454","34","70.099999999999994","0.4","5546","40","60.3","0.4","1127","19","12.2","0.2","78","8","0.8","0.1","3140","26","34.1","0.3","1734","29","18.8","0.3","249","12","2.7","0.1","1651","11","17.899999999999999","0.1","864","12","9.4","0.1","278","10","3","0.1","88","5","1","0.1","662","21","7.2","0.2"
"New Jersey",".Under 65 years","7593","2","6950","21","91.5","0.3","5540","33","73","0.4","4940","38","65.099999999999994","0.5","721","19","9.5","0.3","48","7","0.6","0.1","1640","26","21.6","0.3","1525","27","20.100000000000001","0.3","178","11","2.2999999999999998","0.1","152","8","2","0.1","42","4","0.6","0.1","68","5","0.9","0.1","40","3","0.5","Z","643","21","8.5","0.3"
"New Jersey",".Under 19 years","2125","5","2038","8","95.9","0.3","1393","17","65.5","0.8","1258","18","59.2","0.8","151","8","7.1","0.4","16","4","0.7","0.2","726","17","34.200000000000003","0.8","720","17","33.9","0.8","80","8","3.8","0.4","11","2","0.5","0.1","1","1","0.1","Z","6","2","0.3","0.1","2","1","0.1","0.1","88","7","4.0999999999999996","0.3"
"New Jersey",".19 - 64 years","5467","5","4912","19","89.8","0.3","4146","24","75.8","0.4","3682","26","67.3","0.5","570","15","10.4","0.3","32","4","0.6","0.1","914","16","16.7","0.3","805","16","14.7","0.3","98","7","1.8","0.1","141","8","2.6","0.1","41","4","0.7","0.1","63","5","1.1000000000000001","0.1","38","3","0.7","0.1","555","17","10.199999999999999","0.3"
"New Jersey",".65 years and over","1611","2","1592","3","98.8","0.2","915","12","56.8","0.7","607","11","37.700000000000003","0.7","406","10","25.2","0.6","30","3","1.8","0.2","1501","6","93.1","0.4","209","7","13","0.5","71","5","4.4000000000000004","0.3","1499","6","93","0.4","822","11","51","0.7","209","7","13","0.5","48","4","3","0.2","19","3","1.2","0.2"
"New Mexico","All people","2076","2","1888","11","90.9","0.5","1122","20","54.1","0.9","897","20","43.2","1","240","10","11.6","0.5","89","7","4.3","0.3","1084","18","52.2","0.9","710","18","34.200000000000003","0.9","109","9","5.2","0.4","457","6","22","0.3","223","7","10.7","0.3","106","6","5.0999999999999996","0.3","65","4","3.1","0.2","189","11","9.1","0.5"
"New Mexico",".Under 65 years","1659","4","1474","12","88.9","0.6","901","19","54.3","1.1000000000000001","766","20","46.1","1.1000000000000001","135","9","8.1","0.5","53","6","3.2","0.4","682","18","41.1","1.1000000000000001","634","18","38.200000000000003","1.1000000000000001","84","8","5.0999999999999996","0.5","55","5","3.3","0.3","13","3","0.8","0.2","31","3","1.9","0.2","31","4","1.9","0.2","185","11","11.1","0.6"
"New Mexico",".Under 19 years","478","4","450","6","94.1","0.9","195","9","40.700000000000003","1.8","162","9","33.799999999999997","1.8","24","4","5","0.9","18","3","3.9","0.7","290","9","60.7","1.9","289","9","60.5","1.9","35","5","7.3","1.1000000000000001","3","2","0.7","0.3","1","1","0.1","0.1","2","1","0.4","0.3","1","1","0.1","0.1","28","4","5.9","0.9"
"New Mexico",".19 - 64 years","1181","5","1025","10","86.7","0.7","706","14","59.8","1.2","604","15","51.1","1.2","111","6","9.4","0.5","34","4","2.9","0.4","392","13","33.200000000000003","1.1000000000000001","345","12","29.2","1.1000000000000001","49","5","4.2","0.4","52","4","4.4000000000000004","0.4","13","3","1.1000000000000001","0.2","29","3","2.4","0.3","31","4","2.6","0.3","157","8","13.3","0.7"
"New Mexico",".65 years and over","417","2","413","3","99.1","0.3","222","6","53.1","1.4","132","6","31.6","1.4","105","5","25.2","1.2","36","3","8.6","0.8","402","3","96.3","0.5","75","5","18.100000000000001","1.2","25","3","5.9","0.6","401","3","96.2","0.5","210","6","50.3","1.4","75","5","18.100000000000001","1.2","34","3","8.1","0.6","4","1","0.9","0.3"
"New York","All people","19370","2","18430","26","95.2","0.1","12620","52","65.099999999999994","0.3","10630","54","54.9","0.3","2563","40","13.2","0.2","178","9","0.9","Z","8394","48","43.3","0.2","5574","52","28.8","0.3","921","27","4.8","0.1","3806","16","19.600000000000001","0.1","1886","20","9.6999999999999993","0.1","1058","18","5.5","0.1","239","8","1.2","Z","938","26","4.8","0.1"
"New York",".Under 65 years","15830","4","14920","27","94.2","0.2","10710","51","67.599999999999994","0.3","9279","53","58.6","0.3","1771","39","11.2","0.2","111","9","0.7","0.1","5025","50","31.7","0.3","4774","49","30.2","0.3","685","25","4.3","0.2","439","13","2.8","0.1","122","6","0.8","Z","258","10","1.6","0.1","96","6","0.6","Z","912","27","5.8","0.2"
"New York",".Under 19 years","4203","9","4084","14","97.2","0.2","2517","26","59.9","0.6","2137","29","50.8","0.7","443","20","10.5","0.5","39","5","0.9","0.1","1876","26","44.6","0.6","1859","27","44.2","0.6","305","15","7.3","0.4","33","4","0.8","0.1","6","2","0.1","Z","17","3","0.4","0.1","3","1","0.1","Z","120","9","2.8","0.2"
"New York",".19 - 64 years","11630","10","10840","23","93.2","0.2","8189","37","70.400000000000006","0.3","7142","36","61.4","0.3","1328","28","11.4","0.2","71","6","0.6","Z","3149","32","27.1","0.3","2915","32","25.1","0.3","379","15","3.3","0.1","406","12","3.5","0.1","115","5","1","Z","242","9","2.1","0.1","93","6","0.8","Z","792","22","6.8","0.2"
"New York",".65 years and over","3539","4","3512","5","99.2","0.1","1910","19","54","0.5","1354","18","38.200000000000003","0.5","792","14","22.4","0.4","68","4","1.9","0.1","3369","8","95.2","0.2","799","14","22.6","0.4","237","9","6.7","0.3","3367","8","95.1","0.2","1765","20","49.9","0.6","799","14","22.6","0.4","143","5","4","0.2","27","3","0.8","0.1"
"North Carolina","All people","10620","5","9643","26","90.8","0.3","7148","50","67.3","0.5","5574","46","52.5","0.4","1626","28","15.3","0.3","502","22","4.7","0.2","3871","39","36.4","0.4","2031","37","19.100000000000001","0.3","365","14","3.4","0.1","2064","13","19.399999999999999","0.1","1038","17","9.8000000000000007","0.2","366","12","3.4","0.1","307","11","2.9","0.1","981","27","9.1999999999999993","0.3"
"North Carolina",".Under 65 years","8748","6","7781","27","89","0.3","6133","47","70.099999999999994","0.5","5040","45","57.6","0.5","1070","28","12.2","0.3","358","20","4.0999999999999996","0.2","2064","39","23.6","0.4","1794","36","20.5","0.4","265","13","3","0.1","259","11","3","0.1","77","8","0.9","0.1","129","9","1.5","0.1","166","9","1.9","0.1","966","27","11","0.3"
"North Carolina",".Under 19 years","2462","7","2334","12","94.8","0.4","1415","22","57.5","0.9","1157","21","47","0.8","195","10","7.9","0.4","132","10","5.4","0.4","1033","22","41.9","0.9","1020","22","41.4","0.9","109","8","4.4000000000000004","0.3","22","5","0.9","0.2","6","4","0.3","0.2","12","4","0.5","0.2","5","2","0.2","0.1","129","10","5.2","0.4"
"North Carolina",".19 - 64 years","6285","9","5448","24","86.7","0.3","4718","32","75.099999999999994","0.5","3883","33","61.8","0.5","875","21","13.9","0.3","226","13","3.6","0.2","1031","24","16.399999999999999","0.4","775","19","12.3","0.3","155","8","2.5","0.1","237","10","3.8","0.2","71","6","1.1000000000000001","0.1","117","8","1.9","0.1","160","9","2.5","0.1","838","22","13.3","0.3"
"North Carolina",".65 years and over","1875","5","1861","5","99.2","0.1","1015","15","54.1","0.8","534","10","28.5","0.5","556","12","29.7","0.6","144","6","7.7","0.3","1807","7","96.4","0.2","237","9","12.6","0.5","101","6","5.4","0.3","1805","7","96.2","0.3","961","15","51.2","0.8","237","9","12.6","0.5","141","6","7.5","0.3","14","2","0.8","0.1"
"North Dakota","All people","764","2","729","4","95.5","0.5","617","8","80.8","1","483","9","63.2","1.2","142","7","18.600000000000001","0.9","36","5","4.7","0.6","224","7","29.3","0.9","97","7","12.8","0.9","25","3","3.3","0.4","134","2","17.5","0.3","87","3","11.4","0.4","17","2","2.2000000000000002","0.2","22","2","2.9","0.3","34","4","4.5","0.5"
"North Dakota",".Under 65 years","637","2","603","4","94.7","0.6","531","7","83.3","1.1000000000000001","452","9","71","1.4","82","6","12.9","0.9","25","4","4","0.7","100","7","15.7","1.2","86","7","13.6","1.1000000000000001","19","3","2.9","0.5","10","1","1.6","0.2","3","1","0.5","0.1","5","1","0.9","0.2","10","2","1.5","0.2","34","4","5.3","0.6"
"North Dakota",".Under 19 years","190","3","184","3","96.4","0.7","151","4","79.099999999999994","2","129","5","67.7","2.5","19","3","10.1","1.6","10","2","5","1.1000000000000001","43","4","22.4","2.2000000000000002","43","4","22.4","2.2000000000000002","10","2","5.0999999999999996","1.1000000000000001","Z","Z","Z","Z","D","D","D","D","Z","Z","Z","Z","0","0","0","0","7","1","3.6","0.7"
"North Dakota",".19 - 64 years","446","3","419","4","93.9","0.7","380","5","85.1","1","323","6","72.400000000000006","1.3","63","4","14.2","1","16","3","3.5","0.6","57","5","12.8","1","44","4","9.8000000000000007","0.9","9","2","2","0.4","10","1","2.2999999999999998","0.3","D","D","D","D","5","1","1.2","0.3","10","2","2.2000000000000002","0.3","27","3","6.1","0.7"
"North Dakota",".65 years and over","127","1","126","1","99.6","0.2","86","3","68","2.5","31","2","24.3","1.7","60","3","47","2.4","11","2","8.4","1.4","124","2","97.6","0.6","11","1","8.8000000000000007","1","6","1","4.8","0.8","124","2","97.4","0.6","84","3","66","2.5","11","1","8.8000000000000007","1","12","2","9.6","1.2","1","Z","0.4","0.2"
"Ohio","All people","11620","3","10900","20","93.9","0.2","7816","42","67.3","0.4","6668","44","57.4","0.4","1395","25","12","0.2","206","10","1.8","0.1","4557","37","39.200000000000003","0.3","2508","38","21.6","0.3","376","14","3.2","0.1","2329","12","20.100000000000001","0.1","1131","15","9.6999999999999993","0.1","379","12","3.3","0.1","264","10","2.2999999999999998","0.1","713","20","6.1","0.2"
"Ohio",".Under 65 years","9475","5","8774","20","92.6","0.2","6670","41","70.400000000000006","0.4","6028","45","63.6","0.5","775","21","8.1999999999999993","0.2","130","9","1.4","0.1","2510","37","26.5","0.4","2276","37","24","0.4","293","13","3.1","0.1","285","10","3","0.1","68","5","0.7","0.1","146","7","1.5","0.1","121","9","1.3","0.1","701","20","7.4","0.2"
"Ohio",".Under 19 years","2732","7","2596","12","95.1","0.4","1705","22","62.4","0.8","1562","23","57.2","0.9","151","9","5.5","0.3","41","5","1.5","0.2","1044","22","38.200000000000003","0.8","1036","23","37.9","0.8","149","10","5.5","0.4","15","4","0.5","0.1","3","1","0.1","Z","10","3","0.4","0.1","4","2","0.2","0.1","135","10","4.9000000000000004","0.4"
"Ohio",".19 - 64 years","6743","8","6177","16","91.6","0.2","4965","26","73.599999999999994","0.4","4466","29","66.2","0.4","623","18","9.1999999999999993","0.3","88","6","1.3","0.1","1466","21","21.7","0.3","1240","20","18.399999999999999","0.3","144","7","2.1","0.1","270","9","4","0.1","65","4","1","0.1","137","6","2","0.1","117","8","1.7","0.1","566","15","8.4","0.2"
"Ohio",".65 years and over","2141","4","2130","4","99.5","0.1","1147","13","53.6","0.6","640","12","29.9","0.6","620","11","29","0.5","77","5","3.6","0.2","2047","6","95.6","0.2","232","8","10.9","0.4","82","5","3.8","0.2","2044","6","95.5","0.2","1063","13","49.7","0.6","232","8","10.9","0.4","143","6","6.7","0.3","11","2","0.5","0.1"
"Oklahoma","All people","3967","2","3517","12","88.6","0.3","2441","21","61.5","0.5","1944","22","49","0.5","526","13","13.3","0.3","165","8","4.2","0.2","1599","18","40.299999999999997","0.5","915","19","23.1","0.5","140","6","3.5","0.2","745","5","18.8","0.1","377","6","9.5","0.1","119","5","3","0.1","136","5","3.4","0.1","450","12","11.4","0.3"
"Oklahoma",".Under 65 years","3311","3","2865","12","86.5","0.4","2072","19","62.6","0.6","1763","20","53.3","0.6","323","11","9.8000000000000007","0.3","104","7","3.1","0.2","964","18","29.1","0.5","845","18","25.5","0.5","113","6","3.4","0.2","113","4","3.4","0.1","26","2","0.8","0.1","50","4","1.5","0.1","69","4","2.1","0.1","446","12","13.5","0.4"
"Oklahoma",".Under 19 years","1027","2","950","5","92.5","0.5","526","10","51.2","1","444","10","43.3","1","72","5","7","0.4","35","3","3.5","0.3","486","11","47.3","1","478","11","46.6","1","59","4","5.7","0.4","10","2","1","0.2","1","1","0.1","0.1","6","2","0.6","0.2","5","1","0.5","0.1","77","5","7.5","0.5"
"Oklahoma",".19 - 64 years","2283","3","1915","10","83.9","0.4","1546","14","67.7","0.6","1319","16","57.8","0.7","251","8","11","0.4","69","5","3","0.2","479","11","21","0.5","367","10","16.100000000000001","0.5","54","3","2.4","0.1","103","4","4.5","0.2","25","2","1.1000000000000001","0.1","44","3","1.9","0.1","64","4","2.8","0.2","369","10","16.100000000000001","0.4"
"Oklahoma",".65 years and over","657","2","652","2","99.3","0.2","369","6","56.2","0.9","180","5","27.5","0.8","203","6","30.9","0.9","61","3","9.3000000000000007","0.5","634","3","96.6","0.3","69","3","10.6","0.5","28","2","4.2","0.3","633","3","96.3","0.3","351","5","53.4","0.8","69","3","10.6","0.5","67","3","10.199999999999999","0.5","5","1","0.7","0.2"
"Oregon","All people","4193","1","3963","12","94.5","0.3","2805","24","66.900000000000006","0.6","2288","25","54.6","0.6","595","15","14.2","0.4","87","6","2.1","0.2","1738","24","41.4","0.6","1000","24","23.9","0.6","178","10","4.3","0.2","868","6","20.7","0.2","430","8","10.3","0.2","168","7","4","0.2","111","5","2.7","0.1","230","12","5.5","0.3"
"Oregon",".Under 65 years","3378","3","3152","11","93.3","0.3","2371","23","70.2","0.7","2087","23","61.8","0.7","331","12","9.8000000000000007","0.4","43","5","1.3","0.1","952","24","28.2","0.7","880","22","26","0.7","134","9","4","0.3","83","5","2.5","0.2","23","2","0.7","0.1","47","4","1.4","0.1","47","4","1.4","0.1","227","11","6.7","0.3"
"Oregon",".Under 19 years","877","4","851","6","97","0.5","553","11","63","1.3","501","11","57.1","1.2","57","6","6.5","0.7","10","2","1.1000000000000001","0.2","358","10","40.799999999999997","1.2","356","10","40.6","1.2","59","5","6.7","0.6","3","1","0.4","0.1","2","1","0.2","0.1","2","1","0.2","0.1","1","Z","0.1","0.1","26","4","3","0.5"
"Oregon",".19 - 64 years","2501","5","2301","10","92","0.4","1819","18","72.7","0.7","1586","17","63.4","0.7","274","9","11","0.4","33","4","1.3","0.1","594","17","23.8","0.7","524","16","20.9","0.6","75","6","3","0.2","80","5","3.2","0.2","21","2","0.8","0.1","45","4","1.8","0.1","46","4","1.8","0.2","201","9","8","0.4"
"Oregon",".65 years and over","815","2","811","3","99.6","0.1","434","8","53.2","1","201","8","24.6","0.9","264","7","32.4","0.9","44","4","5.4","0.4","785","3","96.4","0.4","121","5","14.8","0.6","45","3","5.5","0.4","784","3","96.3","0.4","407","8","50","0.9","121","5","14.8","0.6","65","4","7.9","0.5","3","1","0.4","0.1"
"Pennsylvania","All people","12780","2","12090","24","94.6","0.2","8962","46","70.099999999999994","0.4","7390","47","57.8","0.4","1922","33","15","0.3","189","9","1.5","0.1","5047","39","39.5","0.3","2747","40","21.5","0.3","568","20","4.4000000000000004","0.2","2706","11","21.2","0.1","1475","16","11.5","0.1","491","11","3.8","0.1","246","8","1.9","0.1","692","24","5.4","0.2"
"Pennsylvania",".Under 65 years","10260","4","9587","24","93.4","0.2","7488","40","73","0.4","6642","45","64.7","0.4","1060","27","10.3","0.3","104","8","1","0.1","2636","39","25.7","0.4","2409","39","23.5","0.4","421","19","4.0999999999999996","0.2","296","10","2.9","0.1","91","6","0.9","0.1","154","7","1.5","0.1","106","6","1","0.1","677","23","6.6","0.2"
